Music_Name,Valence,Arousal,mfcc_dct0_mean,mfcc_dct0_std,mfcc_dct1_mean,mfcc_dct1_std,mfcc_dct2_mean,mfcc_dct2_std,mfcc_dct3_mean,mfcc_dct3_std,mfcc_dct4_mean,mfcc_dct4_std,mfcc_dct5_mean,mfcc_dct5_std,mfcc_dct6_mean,mfcc_dct6_std,mfcc_dct7_mean,mfcc_dct7_std,mfcc_dct8_mean,mfcc_dct8_std,mfcc_dct9_mean,mfcc_dct9_std,mfcc_dct10_mean,mfcc_dct10_std,mfcc_dct11_mean,mfcc_dct11_std,mfcc_dct12_mean,mfcc_dct12_std,chroma_stft_chord0_mean,chroma_stft_chord0_std,chroma_stft_chord1_mean,chroma_stft_chord1_std,chroma_stft_chord2_mean,chroma_stft_chord2_std,chroma_stft_chord3_mean,chroma_stft_chord3_std,chroma_stft_chord4_mean,chroma_stft_chord4_std,chroma_stft_chord5_mean,chroma_stft_chord5_std,chroma_stft_chord6_mean,chroma_stft_chord6_std,chroma_stft_chord7_mean,chroma_stft_chord7_std,chroma_stft_chord8_mean,chroma_stft_chord8_std,chroma_stft_chord9_mean,chroma_stft_chord9_std,chroma_stft_chord10_mean,chroma_stft_chord10_std,chroma_stft_chord11_mean,chroma_stft_chord11_std,spectral_contrast_frequency0_mean,spectral_contrast_frequency0_std,spectral_contrast_frequency1_mean,spectral_contrast_frequency1_std,spectral_contrast_frequency2_mean,spectral_contrast_frequency2_std,spectral_contrast_frequency3_mean,spectral_contrast_frequency3_std,spectral_contrast_frequency4_mean,spectral_contrast_frequency4_std,spectral_contrast_frequency5_mean,spectral_contrast_frequency5_std,spectral_contrast_frequency6_mean,spectral_contrast_frequency6_std,zero_crossing_rate_frame0_mean,zero_crossing_rate_frame0_std,tempo_mean,tempo_std
18,4.8,3.9,-240.41978454589844,156.33807373046875,-18.081266403198242,62.120269775390625,-15.781646728515625,10.654894828796387,0.38732585310935974,5.400797367095947,-2.276642084121704,-8.301851272583008,-5.554013252258301,3.8016929626464844,-0.6834483742713928,43.80775833129883,29.60190200805664,16.352474212646484,19.310625076293945,16.694786071777344,12.518441200256348,10.107900619506836,11.631933212280273,9.074315071105957,11.124602317810059,11.190918922424316,9.343802452087402,11.079728126525879,0.4045386016368866,0.2815092206001282,0.3353191018104553,0.3911919891834259,0.5034679174423218,0.4551372528076172,0.3940492272377014,0.33493945002555847,0.33362719416618347,0.35632774233818054,0.39755794405937195,0.5350146293640137,0.28664669394493103,0.23302727937698364,0.28635069727897644,0.27978140115737915,0.36774197220802307,0.3294810950756073,0.2708439528942108,0.28548702597618103,0.281302273273468,0.3334484398365021,0.26970285177230835,0.33537667989730835,19.358090447912364,12.996446562214505,17.275258203874298,18.08923455146997,17.686933642120064,20.912810724150248,55.91781649341795,5.460529288643794,4.00601352680595,4.607970639236178,4.062995081361773,3.5614758428894224,4.4465583860437015,3.6784527446583,0.048896927123583206,0.04401650404148973,92.28515625,0.0
19,5.9,4.3,-123.51163482666016,182.557373046875,-18.492704391479492,24.327259063720703,3.7623696327209473,20.118743896484375,-10.629704475402832,13.703981399536133,-3.988438844680786,5.120762825012207,4.134279251098633,3.049360752105713,-2.758988380432129,52.93084716796875,30.65972137451172,19.148881912231445,15.984477996826172,19.999399185180664,16.247604370117188,14.037190437316895,8.94580364227295,8.962182998657227,9.962459564208984,8.76370906829834,8.674036979675293,7.285336017608643,0.5026490688323975,0.48062431812286377,0.5293119549751282,0.5966107249259949,0.5536207556724548,0.6036840081214905,0.41526874899864197,0.40671858191490173,0.553123414516449,0.5306633710861206,0.6090255975723267,0.533562958240509,0.2453128695487976,0.241469144821167,0.22872979938983917,0.28706955909729004,0.24575167894363403,0.29525288939476013,0.18965473771095276,0.21064795553684235,0.2746403217315674,0.21681223809719086,0.2799926698207855,0.23549604415893555,18.25964311413761,9.291139498361595,13.84043366605896,16.614573966998755,16.984771415368975,23.151610368965514,51.1781559908157,5.356053357351043,3.243710261327845,3.356639524105796,3.5700269898758035,3.0505840771009622,4.663300578245566,5.423653802870858,0.04269974844515339,0.03223154926652672,126.04801829268293,0.0
20,5.4,6.5,-176.97915649414062,138.99078369140625,-22.99946403503418,55.41440963745117,5.3058552742004395,32.77883529663086,-18.88536262512207,19.0006103515625,-11.31850814819336,12.896681785583496,-8.68920612335205,9.947999000549316,-4.156295299530029,68.85540771484375,27.055953979492188,28.23897933959961,19.72998809814453,17.67502212524414,12.530263900756836,11.67903995513916,12.599273681640625,12.28172779083252,11.533100128173828,8.735128402709961,8.534292221069336,8.999719619750977,0.44749391078948975,0.41905465722084045,0.4837157130241394,0.4480076730251312,0.4254271984100342,0.34513217210769653,0.370388001203537,0.4401501417160034,0.4735743999481201,0.5569109916687012,0.4396511912345886,0.3994261920452118,0.34080973267555237,0.263789564371109,0.33342885971069336,0.30089887976646423,0.326737642288208,0.29247188568115234,0.2944798767566681,0.3319908380508423,0.3033756911754608,0.35188430547714233,0.2912921905517578,0.29867222905158997,12.967081989179047,10.35250153539862,16.38319420679076,19.395032005753457,19.8869850035243,21.006318903289618,54.96416813056818,4.935737624976551,3.6109651154719726,5.053946992578877,5.196768974113049,5.325713176271771,5.72358557373628,3.6863654387807414,0.06887988105020623,0.03594041189538879,109.95678191489361,0.0
21,6.6,6.3,-138.31166076660156,173.3251495361328,-20.812267303466797,40.973079681396484,-14.320732116699219,9.695809364318848,-12.448760032653809,10.880382537841797,-6.979237079620361,-0.5636118054389954,-14.170641899108887,-6.376827239990234,-1.912980079650879,57.87584686279297,26.243600845336914,17.203868865966797,13.529850006103516,15.162943840026855,11.939830780029297,11.736384391784668,11.333234786987305,9.159431457519531,8.541386604309082,7.6472039222717285,8.287670135498047,7.070189476013184,0.2597610354423523,0.2893897593021393,0.4226408302783966,0.7831311225891113,0.5033511519432068,0.3199045956134796,0.2805505096912384,0.3021906018257141,0.1737510710954666,0.25134149193763733,0.531136691570282,0.38982319831848145,0.2531057298183441,0.2150951772928238,0.16634486615657806,0.2899351119995117,0.18813307583332062,0.2213905155658722,0.2679555118083954,0.2483319491147995,0.17396491765975952,0.20066030323505402,0.32061028480529785,0.24311606585979462,17.973015471921162,13.968396995011814,17.174769415495966,19.916036839161684,19.922739941904855,24.358510814764877,55.72521802382729,5.200303000570159,3.6519695302681567,3.8105145349261034,4.052349872886406,3.2692149890837254,3.864961610063861,3.7139604471370005,0.04080758347823287,0.020126382667837277,135.99917763157896,0.0
22,4.0,4.8,-194.2408447265625,185.26470947265625,-29.843416213989258,25.697025299072266,12.645666122436523,16.49913787841797,-6.68265962600708,8.28966999053955,3.7169244289398193,0.9638664126396179,3.464365005493164,-1.983883023262024,-1.5926278829574585,68.24627685546875,26.51558494567871,26.369848251342773,15.489962577819824,13.848369598388672,10.234416007995605,11.122296333312988,8.411540031433105,8.369504928588867,7.353216171264648,7.241066932678223,7.889683723449707,6.8651275634765625,0.44218993186950684,0.409748375415802,0.4833780527114868,0.4698611795902252,0.5190250873565674,0.48937079310417175,0.43863046169281006,0.5250008702278137,0.5540145635604858,0.7000499367713928,0.49030932784080505,0.4371563792228699,0.28349003195762634,0.25238466262817383,0.3023921251296997,0.2674003541469574,0.27590131759643555,0.29630568623542786,0.23203344643115997,0.30009347200393677,0.2605424225330353,0.3219207227230072,0.2408084273338318,0.24336715042591095,15.860810358887528,10.814742809009724,14.114840762909642,17.059062436360026,17.033703791272792,20.802297434245748,51.774191742763,5.068673884439968,4.328406038528637,4.145421703383697,4.183260955574984,3.0409665073589243,3.9888711327356914,4.324675897076669,0.03961460145978345,0.01752272253042473,97.50884433962264,0.0
24,5.3,3.9,-155.93389892578125,150.5296173095703,-39.14448547363281,48.001102447509766,-4.647918701171875,8.794672012329102,-7.394176006317139,9.871967315673828,-6.341751575469971,6.139153957366943,-15.3956937789917,-0.18291354179382324,-16.380329132080078,33.57311248779297,16.80314064025879,22.56437110900879,11.655068397521973,10.351805686950684,12.402783393859863,9.655158042907715,9.829598426818848,8.708741188049316,9.362844467163086,9.850180625915527,7.642502307891846,10.182998657226562,0.2584681212902069,0.30823904275894165,0.2667427957057953,0.26924464106559753,0.3091953694820404,0.36582645773887634,0.44246697425842285,0.33172228932380676,0.31805381178855896,0.35410234332084656,0.42842379212379456,0.32791417837142944,0.24416667222976685,0.32178792357444763,0.28461721539497375,0.28747808933258057,0.3096400499343872,0.27651625871658325,0.3615511953830719,0.252307653427124,0.31024840474128723,0.29720795154571533,0.3485833704471588,0.28572550415992737,18.227176964056387,12.44887286615798,19.67828359318496,18.521830752573464,16.526872398394897,17.622695391675755,54.10781338915211,5.516276504806957,4.406614323265059,4.612740840475518,4.442486033135893,3.204567334032148,3.335331364139664,2.433665266178745,0.043183961030074706,0.02220227947271175,95.703125,0.0
25,7.9,4.7,-144.49339294433594,144.9125518798828,-53.32637405395508,54.03022766113281,1.5898605585098267,25.044525146484375,-7.3008646965026855,18.96687889099121,-4.827404499053955,19.670114517211914,-4.424189567565918,6.51996374130249,0.7759263515472412,41.29936599731445,23.56874656677246,25.521615982055664,12.355712890625,10.966534614562988,12.61194133758545,9.574252128601074,9.168681144714355,8.476667404174805,9.1515531539917,7.7925262451171875,8.957995414733887,7.375521659851074,0.43319952487945557,0.40077248215675354,0.4178972840309143,0.48803991079330444,0.5682482123374939,0.6218662858009338,0.6097424626350403,0.6377172470092773,0.6837580800056458,0.6841804385185242,0.5686215758323669,0.44680914282798767,0.2669050395488739,0.24952904880046844,0.23779764771461487,0.23717302083969116,0.24860148131847382,0.275016725063324,0.26932480931282043,0.2648508548736572,0.27578455209732056,0.2943064868450165,0.24913416802883148,0.22732211649417877,17.793897929948123,9.849378898273867,13.033029079058831,15.928321661263306,15.866193283969448,19.259592248715073,54.14981614824625,5.003116501480877,3.6542165752550333,3.864862544065303,4.532249032662466,3.4199878189063275,3.6061158435079457,3.181675174726771,0.05652553552453632,0.031203943370804725,143.5546875,0.0
31,4.7,3.8,-184.3850555419922,127.76239013671875,-17.02678680419922,48.05903244018555,-8.237713813781738,28.674915313720703,11.236626625061035,15.139768600463867,8.55935001373291,6.728579044342041,3.3589682579040527,0.08171403408050537,2.764925003051758,52.975948333740234,30.54414939880371,22.142366409301758,19.570037841796875,14.224793434143066,16.00438690185547,14.994590759277344,13.5442533493042,14.19232177734375,12.580196380615234,10.787047386169434,12.310503005981445,8.290191650390625,0.43309134244918823,0.46010926365852356,0.5309897661209106,0.5075916051864624,0.5183669924736023,0.49988940358161926,0.4409959018230438,0.39070242643356323,0.4112590253353119,0.43382710218429565,0.5280421376228333,0.517388641834259,0.26714518666267395,0.2897270619869232,0.31387823820114136,0.2995758652687073,0.31842339038848877,0.30368778109550476,0.29232901334762573,0.2795129120349884,0.2785211205482483,0.26516658067703247,0.30464088916778564,0.28503847122192383,16.66441975259213,11.492847025546947,14.557289595319409,18.892063182370883,18.877645523002418,19.385252318361463,57.34820822758326,5.340095848165219,4.035355535639402,4.246317087881188,4.6332869877559775,4.339694186938813,3.925227264891695,3.415311103406908,0.05640699519850477,0.033136474084508594,161.4990234375,0.0
32,4.2,3.3,-138.72413635253906,199.65151977539062,-68.28291320800781,-6.649680137634277,20.54688262939453,1.9483864307403564,-7.031388759613037,1.5829055309295654,10.066314697265625,-1.827863097190857,-8.132025718688965,-1.908720850944519,-2.51408052444458,48.48603057861328,18.131210327148438,16.764062881469727,11.317557334899902,22.614091873168945,9.023737907409668,11.14159107208252,8.954105377197266,9.921016693115234,7.38045072555542,7.361693859100342,9.603869438171387,8.491533279418945,0.643608033657074,0.4171638488769531,0.3912663757801056,0.3399001955986023,0.4074867069721222,0.24569906294345856,0.2665404975414276,0.29646676778793335,0.25378188490867615,0.30758368968963623,0.2079721838235855,0.2559696137905121,0.36149677634239197,0.2547619342803955,0.30941930413246155,0.25186148285865784,0.29382482171058655,0.21543842554092407,0.2561965882778168,0.25707533955574036,0.24648547172546387,0.30071449279785156,0.1971629559993744,0.18708698451519012,18.211233882115042,12.982265003373843,17.40686852646694,19.82284496360633,19.376058503066044,23.387782315383685,47.24749077801372,5.370030070167832,3.6834361359033796,4.0692250943426,3.676701489459689,3.0958887881399115,4.021964746811755,2.973143073110265,0.06362383990719257,0.013772144847329526,71.77734375,0.0
35,4.8,6.5,-167.05580139160156,147.4949493408203,-6.908438205718994,41.67928695678711,-9.350523948669434,18.846683502197266,5.570892333984375,10.951797485351562,-9.75800895690918,-4.69112491607666,-4.904665946960449,-7.308862686157227,-3.7583181858062744,66.3525619506836,21.950443267822266,29.421630859375,15.869009971618652,20.44466781616211,13.43557357788086,15.49781322479248,10.968941688537598,12.778460502624512,10.850794792175293,10.548389434814453,9.963028907775879,10.532079696655273,0.225442573428154,0.317038893699646,0.47023656964302063,0.3529408872127533,0.3733874261379242,0.47080352902412415,0.37337806820869446,0.26814353466033936,0.23430868983268738,0.2844044864177704,0.2990405261516571,0.22968913614749908,0.24786022305488586,0.25858235359191895,0.3945885896682739,0.2981316149234772,0.30573388934135437,0.39231306314468384,0.31177282333374023,0.2813202142715454,0.2354298233985901,0.26308342814445496,0.3335474729537964,0.25691360235214233,16.340870901216142,13.98257046973903,19.38762493387614,20.93305607124026,21.906318036343926,23.72139062983612,55.564521691078035,5.261963985798672,4.324704567409603,4.73824770514387,4.997903220222738,4.915047798006748,5.731580184206922,3.4406601801016414,0.03857673501513785,0.025223252100983574,156.60511363636363,0.0
